Category,Order Date,Segment,Sales Target
Furniture,4/23/2022,Home Office,423
Office Supplies,4/23/2022,Consumer,448
Office Supplies,4/23/2022,Corporate,16
Office Supplies,4/23/2022,Home Office,3
Technology,4/23/2022,Consumer,144
Technology,4/23/2022,Home Office,48
Office Supplies,4/24/2022,Consumer,75
Office Supplies,4/24/2022,Corporate,241
Office Supplies,4/24/2022,Home Office,2
Technology,4/24/2022,Consumer,486
Technology,4/24/2022,Corporate,63
Furniture,4/25/2022,Consumer,376
Office Supplies,4/25/2022,Consumer,126
Office Supplies,4/25/2022,Home Office,120
Technology,4/25/2022,Consumer,97
Furniture,4/26/2022,Consumer,2
Office Supplies,4/26/2022,Home Office,58
Furniture,4/27/2022,Consumer,120
Furniture,4/27/2022,Corporate,203
Office Supplies,4/27/2022,Consumer,163
Office Supplies,4/27/2022,Corporate,31
Office Supplies,4/28/2022,Consumer,28
Office Supplies,4/28/2022,Corporate,13
Technology,4/28/2022,Consumer,744
Furniture,4/29/2022,Corporate,1059
Office Supplies,4/29/2022,Consumer,4
Furniture,4/30/2022,Corporate,92
Furniture,4/30/2022,Home Office,243
Office Supplies,4/30/2022,Consumer,15
Office Supplies,4/30/2022,Corporate,129
Office Supplies,4/30/2022,Home Office,278
Technology,4/30/2022,Corporate,707
Furniture,5/1/2022,Consumer,3444
Office Supplies,5/1/2022,Consumer,8
Technology,5/1/2022,Home Office,45
Furniture,5/2/2022,Corporate,131
Office Supplies,5/2/2022,Consumer,94
Technology,5/2/2022,Corporate,161
Furniture,5/3/2022,Corporate,357
Office Supplies,5/3/2022,Consumer,53
Office Supplies,5/3/2022,Corporate,810
Furniture,5/4/2022,Corporate,328
Office Supplies,5/4/2022,Consumer,753
Office Supplies,5/4/2022,Corporate,30
Technology,5/4/2022,Corporate,177
Furniture,5/5/2022,Consumer,96
Office Supplies,5/5/2022,Consumer,59
Office Supplies,5/5/2022,Corporate,31
Furniture,5/6/2022,Corporate,667
Office Supplies,5/6/2022,Consumer,574
Office Supplies,5/6/2022,Corporate,674
Office Supplies,5/6/2022,Home Office,7
Technology,5/6/2022,Consumer,803
Technology,5/6/2022,Home Office,417
Furniture,5/7/2022,Corporate,1668
Office Supplies,5/7/2022,Corporate,74
Technology,5/7/2022,Consumer,454
Technology,5/7/2022,Home Office,83
Furniture,5/8/2022,Consumer,53
Furniture,5/8/2022,Corporate,113
Office Supplies,5/8/2022,Consumer,80
Office Supplies,5/8/2022,Corporate,38
Technology,5/8/2022,Home Office,3091
Furniture,5/9/2022,Corporate,193
Furniture,5/9/2022,Home Office,316
Office Supplies,5/9/2022,Corporate,70
Office Supplies,5/9/2022,Home Office,287
Technology,5/9/2022,Home Office,178
Furniture,5/11/2022,Corporate,187
Furniture,5/11/2022,Home Office,7
Office Supplies,5/11/2022,Consumer,158
Office Supplies,5/11/2022,Home Office,90
Furniture,5/12/2022,Consumer,47
Furniture,5/12/2022,Corporate,300
Office Supplies,5/12/2022,Consumer,126
Office Supplies,5/12/2022,Corporate,453
Office Supplies,5/12/2022,Home Office,10
Technology,5/12/2022,Consumer,78
Furniture,5/13/2022,Home Office,413
Office Supplies,5/13/2022,Corporate,1645
Office Supplies,5/13/2022,Home Office,372
Technology,5/13/2022,Corporate,547
Furniture,5/14/2022,Consumer,945
Furniture,5/14/2022,Corporate,270
Office Supplies,5/14/2022,Consumer,350
Office Supplies,5/14/2022,Corporate,571
Technology,5/14/2022,Consumer,1967
Technology,5/14/2022,Corporate,79
Furniture,5/15/2022,Consumer,270
Office Supplies,5/15/2022,Consumer,84
Technology,5/15/2022,Consumer,45
Office Supplies,5/16/2022,Consumer,208
Furniture,5/18/2022,Consumer,15
Furniture,5/18/2022,Corporate,305
Office Supplies,5/18/2022,Consumer,3
Office Supplies,5/18/2022,Corporate,130
Office Supplies,5/18/2022,Home Office,653
Technology,5/18/2022,Consumer,385
Technology,5/18/2022,Corporate,84
Technology,5/18/2022,Home Office,98
Furniture,5/19/2022,Consumer,1401
Furniture,5/19/2022,Corporate,314
Furniture,5/19/2022,Home Office,668
Office Supplies,5/19/2022,Consumer,639
Office Supplies,5/19/2022,Corporate,388
Office Supplies,5/19/2022,Home Office,8
Technology,5/19/2022,Consumer,515
Technology,5/19/2022,Corporate,571
Technology,5/19/2022,Home Office,32
Furniture,5/20/2022,Home Office,483
Office Supplies,5/20/2022,Consumer,839
Office Supplies,5/20/2022,Corporate,44
Technology,5/20/2022,Consumer,1157
Technology,5/20/2022,Home Office,295
Furniture,5/21/2022,Corporate,478
Office Supplies,5/21/2022,Corporate,18
Furniture,5/22/2022,Consumer,166
Office Supplies,5/22/2022,Consumer,79
Office Supplies,5/22/2022,Home Office,12
Technology,5/22/2022,Consumer,68
Furniture,5/23/2022,Consumer,180
Office Supplies,5/23/2022,Consumer,60
Furniture,5/25/2022,Consumer,20
Office Supplies,5/25/2022,Consumer,789
Office Supplies,5/25/2022,Home Office,26
Technology,5/25/2022,Consumer,116
Office Supplies,5/26/2022,Consumer,14
Office Supplies,5/26/2022,Corporate,204
Technology,5/26/2022,Consumer,25
Furniture,5/27/2022,Consumer,487
Office Supplies,5/27/2022,Consumer,518
Office Supplies,5/27/2022,Corporate,37
Office Supplies,5/27/2022,Home Office,53
Technology,5/27/2022,Consumer,281
Technology,5/27/2022,Corporate,117
Technology,5/27/2022,Home Office,535
Furniture,5/28/2022,Consumer,302
Furniture,5/28/2022,Corporate,548
Office Supplies,5/28/2022,Corporate,145
Technology,5/28/2022,Consumer,49
Technology,5/28/2022,Corporate,473
Furniture,5/29/2022,Consumer,64
Office Supplies,5/29/2022,Consumer,578
Office Supplies,5/29/2022,Home Office,21
Furniture,5/30/2022,Consumer,500
Furniture,5/30/2022,Home Office,12
Office Supplies,5/30/2022,Consumer,34
Office Supplies,5/30/2022,Corporate,41
Technology,5/30/2022,Home Office,209
Furniture,6/1/2022,Corporate,2118
Office Supplies,6/1/2022,Consumer,349
Office Supplies,6/1/2022,Corporate,2419
Technology,6/1/2022,Consumer,152
Technology,6/1/2022,Corporate,124
Office Supplies,6/2/2022,Consumer,95
Office Supplies,6/2/2022,Home Office,24
Technology,6/2/2022,Home Office,3
Furniture,6/3/2022,Consumer,227
Furniture,6/3/2022,Corporate,458
Office Supplies,6/3/2022,Consumer,55
Office Supplies,6/3/2022,Corporate,61
Office Supplies,6/3/2022,Home Office,120
Technology,6/3/2022,Consumer,804
Technology,6/3/2022,Corporate,1076
Furniture,6/4/2022,Consumer,30
Furniture,6/4/2022,Corporate,33
Office Supplies,6/4/2022,Consumer,22
Office Supplies,6/4/2022,Corporate,7
Office Supplies,6/4/2022,Home Office,106
Technology,6/4/2022,Corporate,73
Office Supplies,6/5/2022,Corporate,22
Technology,6/5/2022,Consumer,437
Furniture,6/6/2022,Home Office,5
Office Supplies,6/6/2022,Home Office,23
Furniture,6/8/2022,Home Office,1573
Office Supplies,6/8/2022,Consumer,116
Office Supplies,6/8/2022,Corporate,103
Technology,6/8/2022,Consumer,84
Technology,6/8/2022,Corporate,401
Technology,6/8/2022,Home Office,15
Furniture,6/9/2022,Home Office,116
Office Supplies,6/9/2022,Consumer,46
Office Supplies,6/9/2022,Corporate,771
Office Supplies,6/9/2022,Home Office,36
Furniture,6/10/2022,Home Office,555
Office Supplies,6/10/2022,Consumer,71
Office Supplies,6/10/2022,Corporate,1454
Office Supplies,6/10/2022,Home Office,32
Technology,6/10/2022,Consumer,237
Technology,6/10/2022,Home Office,238
Furniture,6/11/2022,Consumer,171
Furniture,6/11/2022,Home Office,244
Office Supplies,6/11/2022,Consumer,331
Office Supplies,6/11/2022,Home Office,368
Technology,6/11/2022,Consumer,347
Furniture,6/12/2022,Consumer,760
Furniture,6/12/2022,Home Office,476
Office Supplies,6/12/2022,Consumer,102
Office Supplies,6/12/2022,Home Office,82
Technology,6/12/2022,Consumer,137
Furniture,6/13/2022,Home Office,830
Office Supplies,6/13/2022,Consumer,169
Office Supplies,6/13/2022,Home Office,161
Technology,6/13/2022,Home Office,50
Furniture,6/15/2022,Consumer,776
Furniture,6/15/2022,Corporate,149
Office Supplies,6/15/2022,Consumer,22
Office Supplies,6/15/2022,Corporate,301
Office Supplies,6/15/2022,Home Office,141
Technology,6/15/2022,Consumer,45
Technology,6/15/2022,Corporate,2860
Furniture,6/16/2022,Consumer,1500
Office Supplies,6/16/2022,Consumer,239
Office Supplies,6/16/2022,Corporate,19
Office Supplies,6/16/2022,Home Office,215
Technology,6/16/2022,Consumer,657
Furniture,6/17/2022,Consumer,169
Office Supplies,6/17/2022,Consumer,224
Office Supplies,6/17/2022,Corporate,21
Technology,6/17/2022,Home Office,3331
Furniture,6/18/2022,Consumer,945
Office Supplies,6/18/2022,Consumer,41
Office Supplies,6/18/2022,Home Office,77
Furniture,6/19/2022,Consumer,51
Furniture,6/19/2022,Corporate,719
Furniture,6/19/2022,Home Office,471
Office Supplies,6/19/2022,Consumer,362
Office Supplies,6/19/2022,Corporate,263
Office Supplies,6/19/2022,Home Office,6
Technology,6/19/2022,Corporate,194
Office Supplies,6/20/2022,Consumer,134
Technology,6/20/2022,Consumer,796
Furniture,6/21/2022,Consumer,16
Office Supplies,6/21/2022,Consumer,42
Office Supplies,6/21/2022,Home Office,569
Furniture,6/22/2022,Home Office,449
Office Supplies,6/22/2022,Consumer,36
Office Supplies,6/22/2022,Home Office,48
Furniture,6/24/2022,Consumer,436
Office Supplies,6/24/2022,Consumer,194
Office Supplies,6/24/2022,Corporate,535
Furniture,6/25/2022,Consumer,1094
Office Supplies,6/25/2022,Home Office,96
Technology,6/25/2022,Consumer,146
Furniture,6/26/2022,Consumer,563
Furniture,6/26/2022,Corporate,282
Office Supplies,6/26/2022,Consumer,339
Office Supplies,6/26/2022,Corporate,1020
Office Supplies,6/26/2022,Home Office,22
Technology,6/26/2022,Consumer,1734
Technology,6/26/2022,Home Office,473
Furniture,6/27/2022,Corporate,131
Furniture,6/27/2022,Home Office,172
Office Supplies,6/27/2022,Consumer,21
Office Supplies,6/27/2022,Corporate,19
Technology,6/27/2022,Corporate,1249
Furniture,6/29/2022,Consumer,732
Furniture,6/29/2022,Corporate,697
Office Supplies,6/29/2022,Consumer,1904
Office Supplies,6/29/2022,Corporate,1225
Technology,6/29/2022,Consumer,54
Furniture,6/30/2022,Consumer,1458
Furniture,6/30/2022,Corporate,21
Furniture,6/30/2022,Home Office,531
Office Supplies,6/30/2022,Consumer,490
Office Supplies,6/30/2022,Corporate,1020
Office Supplies,6/30/2022,Home Office,78
Technology,6/30/2022,Home Office,1072
Office Supplies,7/1/2022,Home Office,589
Office Supplies,7/2/2022,Home Office,186
Furniture,7/3/2022,Consumer,729
Furniture,7/3/2022,Home Office,230
Office Supplies,7/3/2022,Consumer,76
Office Supplies,7/3/2022,Corporate,295
Office Supplies,7/3/2022,Home Office,90
Technology,7/3/2022,Consumer,518
Technology,7/3/2022,Corporate,573
Technology,7/3/2022,Home Office,3837
Furniture,7/5/2022,Corporate,286
Office Supplies,7/5/2022,Corporate,56
Technology,7/5/2022,Corporate,80
Furniture,7/6/2022,Consumer,307
Office Supplies,7/6/2022,Corporate,17
Furniture,7/7/2022,Consumer,87
Office Supplies,7/7/2022,Consumer,48
Technology,7/7/2022,Consumer,1167
Technology,7/7/2022,Corporate,270
Furniture,7/8/2022,Consumer,210
Furniture,7/8/2022,Corporate,118
Furniture,7/8/2022,Home Office,155
Office Supplies,7/8/2022,Consumer,902
Office Supplies,7/8/2022,Corporate,173
Office Supplies,7/8/2022,Home Office,167
Technology,7/8/2022,Consumer,52
Technology,7/8/2022,Corporate,155
Furniture,7/9/2022,Home Office,569
Office Supplies,7/9/2022,Consumer,877
Office Supplies,7/9/2022,Corporate,62
Technology,7/9/2022,Consumer,268
Furniture,7/10/2022,Consumer,18
Office Supplies,7/10/2022,Corporate,42
Office Supplies,7/10/2022,Home Office,328
Office Supplies,7/11/2022,Consumer,32
Office Supplies,7/11/2022,Corporate,196
Technology,7/11/2022,Consumer,143
Technology,7/11/2022,Corporate,1482
Office Supplies,7/12/2022,Consumer,4
Furniture,7/13/2022,Consumer,90
Office Supplies,7/13/2022,Corporate,352
Technology,7/13/2022,Consumer,43
Furniture,7/14/2022,Consumer,686
Office Supplies,7/14/2022,Consumer,405
Technology,7/14/2022,Consumer,2601
Furniture,7/15/2022,Consumer,965
Furniture,7/15/2022,Corporate,943
Office Supplies,7/15/2022,Consumer,44
Office Supplies,7/15/2022,Corporate,183
Technology,7/15/2022,Consumer,45
Furniture,7/16/2022,Consumer,326
Office Supplies,7/16/2022,Home Office,3
Furniture,7/17/2022,Consumer,7
Furniture,7/17/2022,Corporate,1111
Furniture,7/17/2022,Home Office,33
Office Supplies,7/17/2022,Corporate,88
Office Supplies,7/17/2022,Home Office,105
Technology,7/17/2022,Home Office,712
Furniture,7/18/2022,Consumer,1444
Office Supplies,7/18/2022,Consumer,28
Technology,7/18/2022,Consumer,582
Furniture,7/20/2022,Consumer,9
Furniture,7/20/2022,Corporate,499
Office Supplies,7/20/2022,Consumer,73
Office Supplies,7/20/2022,Corporate,1220
Technology,7/20/2022,Corporate,386
Furniture,7/21/2022,Consumer,642
Office Supplies,7/21/2022,Consumer,418
Office Supplies,7/21/2022,Corporate,97
Office Supplies,7/21/2022,Home Office,284
Technology,7/21/2022,Consumer,358
Technology,7/21/2022,Corporate,1773
Technology,7/21/2022,Home Office,215
Furniture,7/22/2022,Consumer,579
Technology,7/22/2022,Corporate,30
Office Supplies,7/23/2022,Consumer,182
Office Supplies,7/23/2022,Corporate,124
Office Supplies,7/23/2022,Home Office,14
Technology,7/23/2022,Consumer,174
Technology,7/23/2022,Home Office,380
Technology,7/24/2022,Corporate,2112
Furniture,7/25/2022,Consumer,151
Furniture,7/25/2022,Home Office,289
Office Supplies,7/25/2022,Consumer,356
Furniture,7/26/2022,Corporate,351
Technology,7/26/2022,Corporate,1551
Furniture,7/27/2022,Consumer,331
Office Supplies,7/27/2022,Consumer,36
Technology,7/27/2022,Consumer,841
Office Supplies,7/28/2022,Corporate,22
Technology,7/28/2022,Corporate,1214
Furniture,7/29/2022,Consumer,356
Office Supplies,7/29/2022,Consumer,249
Office Supplies,7/29/2022,Corporate,3
Technology,7/29/2022,Consumer,500
Technology,7/29/2022,Corporate,121
Office Supplies,7/30/2022,Consumer,385
Office Supplies,7/30/2022,Home Office,74
Technology,7/30/2022,Consumer,83
Furniture,7/31/2022,Consumer,35
Office Supplies,7/31/2022,Consumer,48
Office Supplies,7/31/2022,Corporate,217
Office Supplies,7/31/2022,Home Office,873
Technology,7/31/2022,Consumer,309
Technology,7/31/2022,Home Office,45
Office Supplies,8/1/2022,Consumer,192
Office Supplies,8/1/2022,Corporate,90
Technology,8/1/2022,Consumer,335
Technology,8/1/2022,Corporate,1426
Furniture,8/3/2022,Consumer,283
Office Supplies,8/3/2022,Consumer,175
Office Supplies,8/3/2022,Corporate,14
Technology,8/3/2022,Consumer,37
Office Supplies,8/4/2022,Corporate,20
Office Supplies,8/5/2022,Consumer,254
Office Supplies,8/5/2022,Corporate,15
Office Supplies,8/5/2022,Home Office,150
Technology,8/5/2022,Consumer,73
Furniture,8/6/2022,Consumer,160
Office Supplies,8/6/2022,Consumer,75
Office Supplies,8/6/2022,Corporate,118
Office Supplies,8/6/2022,Home Office,275
Technology,8/6/2022,Home Office,775
Furniture,8/7/2022,Consumer,223
Office Supplies,8/7/2022,Consumer,1729
Technology,8/7/2022,Consumer,1294
Furniture,8/10/2022,Consumer,106
Office Supplies,8/10/2022,Consumer,64
Office Supplies,8/10/2022,Corporate,174
Technology,8/10/2022,Consumer,1294
Office Supplies,8/11/2022,Corporate,48
Office Supplies,8/11/2022,Home Office,443
Technology,8/11/2022,Corporate,135
Furniture,8/12/2022,Consumer,56
Furniture,8/12/2022,Corporate,1922
Office Supplies,8/12/2022,Consumer,939
Office Supplies,8/12/2022,Corporate,252
Technology,8/12/2022,Consumer,689
Furniture,8/13/2022,Consumer,501
Office Supplies,8/13/2022,Consumer,2068
Office Supplies,8/13/2022,Corporate,56
Technology,8/13/2022,Consumer,1
Furniture,8/14/2022,Consumer,360
Office Supplies,8/14/2022,Consumer,20
Office Supplies,8/15/2022,Consumer,97
Office Supplies,8/15/2022,Corporate,2000
Office Supplies,8/16/2022,Consumer,74
Furniture,8/17/2022,Consumer,4151
Furniture,8/17/2022,Corporate,444
Furniture,8/17/2022,Home Office,89
Office Supplies,8/17/2022,Corporate,4306
Office Supplies,8/17/2022,Home Office,165
Technology,8/17/2022,Corporate,71
Technology,8/17/2022,Home Office,85
Furniture,8/18/2022,Corporate,206
Office Supplies,8/18/2022,Consumer,271
Office Supplies,8/18/2022,Corporate,3589
Office Supplies,8/18/2022,Home Office,313
Technology,8/18/2022,Consumer,23
Technology,8/18/2022,Corporate,2045
Office Supplies,8/19/2022,Consumer,119
Office Supplies,8/19/2022,Corporate,376
Office Supplies,8/20/2022,Consumer,225
Office Supplies,8/20/2022,Corporate,293
Technology,8/20/2022,Corporate,100
Technology,8/20/2022,Home Office,37
Furniture,8/21/2022,Consumer,1493
Furniture,8/21/2022,Corporate,330
Furniture,8/21/2022,Home Office,115
Office Supplies,8/21/2022,Consumer,5160
Office Supplies,8/21/2022,Corporate,670
Office Supplies,8/21/2022,Home Office,255
Technology,8/21/2022,Consumer,410
Technology,8/21/2022,Corporate,34
Furniture,8/22/2022,Consumer,218
Furniture,8/22/2022,Home Office,277
Furniture,8/23/2022,Consumer,2
Office Supplies,8/23/2022,Consumer,231
Technology,8/23/2022,Consumer,3975
Office Supplies,8/24/2022,Consumer,604
Office Supplies,8/24/2022,Corporate,28
Furniture,8/25/2022,Consumer,113
Office Supplies,8/25/2022,Consumer,254
Furniture,8/26/2022,Consumer,67
Office Supplies,8/26/2022,Home Office,50
Technology,8/26/2022,Home Office,78
Furniture,8/27/2022,Consumer,130
Furniture,8/27/2022,Corporate,1764
Office Supplies,8/27/2022,Consumer,25
Office Supplies,8/27/2022,Corporate,1662
Office Supplies,8/27/2022,Home Office,110
Technology,8/27/2022,Corporate,2180
Technology,8/27/2022,Home Office,351
Furniture,8/28/2022,Home Office,1240
Office Supplies,8/28/2022,Consumer,53
Office Supplies,8/28/2022,Home Office,214
Technology,8/28/2022,Home Office,32
Furniture,8/29/2022,Corporate,158
Office Supplies,8/29/2022,Corporate,96
Furniture,8/31/2022,Corporate,501
Office Supplies,8/31/2022,Consumer,1135
Office Supplies,8/31/2022,Corporate,157
Office Supplies,8/31/2022,Home Office,11
Technology,8/31/2022,Consumer,647
Technology,8/31/2022,Home Office,607
Furniture,9/1/2022,Consumer,552
Furniture,9/1/2022,Corporate,295
Office Supplies,9/1/2022,Consumer,20
Office Supplies,9/1/2022,Corporate,327
Office Supplies,9/1/2022,Home Office,7
Technology,9/1/2022,Consumer,21
Furniture,9/2/2022,Consumer,237
Furniture,9/2/2022,Corporate,1689
Furniture,9/2/2022,Home Office,706
Office Supplies,9/2/2022,Consumer,1870
Office Supplies,9/2/2022,Corporate,347
Office Supplies,9/2/2022,Home Office,543
Technology,9/2/2022,Consumer,225
Technology,9/2/2022,Corporate,544
Technology,9/2/2022,Home Office,3097
Furniture,9/3/2022,Consumer,359
Furniture,9/3/2022,Home Office,251
Office Supplies,9/3/2022,Consumer,64
Office Supplies,9/3/2022,Corporate,16
Office Supplies,9/3/2022,Home Office,523
Technology,9/3/2022,Corporate,111
Technology,9/3/2022,Home Office,242
Furniture,9/4/2022,Consumer,1654
Furniture,9/4/2022,Corporate,2298
Office Supplies,9/4/2022,Consumer,1255
Office Supplies,9/4/2022,Corporate,163
Office Supplies,9/4/2022,Home Office,37
Technology,9/4/2022,Consumer,115
Technology,9/4/2022,Home Office,44
Office Supplies,9/5/2022,Consumer,79
Office Supplies,9/5/2022,Home Office,138
Technology,9/5/2022,Consumer,92
Furniture,9/7/2022,Consumer,400
Office Supplies,9/7/2022,Consumer,153
Office Supplies,9/7/2022,Corporate,576
Office Supplies,9/7/2022,Home Office,1559
Technology,9/7/2022,Consumer,930
Furniture,9/8/2022,Consumer,819
Furniture,9/8/2022,Corporate,246
Office Supplies,9/8/2022,Corporate,153
Office Supplies,9/8/2022,Home Office,57
Technology,9/8/2022,Consumer,264
Technology,9/8/2022,Corporate,457
Technology,9/8/2022,Home Office,162
Furniture,9/9/2022,Consumer,324
Furniture,9/9/2022,Corporate,138
Office Supplies,9/9/2022,Consumer,612
Office Supplies,9/9/2022,Corporate,849
Technology,9/9/2022,Corporate,2667
Furniture,9/10/2022,Corporate,384
Office Supplies,9/10/2022,Consumer,366
Office Supplies,9/10/2022,Corporate,96
Office Supplies,9/10/2022,Home Office,694
Technology,9/10/2022,Consumer,678
Technology,9/10/2022,Corporate,157
Furniture,9/11/2022,Consumer,832
Furniture,9/11/2022,Home Office,2116
Office Supplies,9/11/2022,Consumer,2130
Office Supplies,9/11/2022,Corporate,17
Office Supplies,9/11/2022,Home Office,218
Technology,9/11/2022,Consumer,76
Technology,9/11/2022,Corporate,157
Furniture,9/12/2022,Consumer,8
Office Supplies,9/12/2022,Consumer,369
Office Supplies,9/12/2022,Corporate,94
Office Supplies,9/13/2022,Consumer,14
Furniture,9/14/2022,Consumer,229
Furniture,9/14/2022,Home Office,595
Office Supplies,9/14/2022,Consumer,193
Office Supplies,9/14/2022,Corporate,936
Office Supplies,9/14/2022,Home Office,96
Technology,9/14/2022,Consumer,231
Technology,9/14/2022,Corporate,887
Technology,9/14/2022,Home Office,983
Furniture,9/15/2022,Consumer,1819
Furniture,9/15/2022,Corporate,600
Furniture,9/15/2022,Home Office,350
Office Supplies,9/15/2022,Consumer,3064
Office Supplies,9/15/2022,Corporate,122
Office Supplies,9/15/2022,Home Office,38
Technology,9/15/2022,Consumer,763
Technology,9/15/2022,Corporate,400
Technology,9/15/2022,Home Office,65
Furniture,9/16/2022,Consumer,24
Office Supplies,9/16/2022,Consumer,580
Office Supplies,9/16/2022,Corporate,36
Office Supplies,9/16/2022,Home Office,19
Technology,9/16/2022,Consumer,172
Technology,9/16/2022,Home Office,18
Furniture,9/17/2022,Corporate,1190
Furniture,9/17/2022,Home Office,928
Office Supplies,9/17/2022,Consumer,45
Office Supplies,9/17/2022,Corporate,470
Office Supplies,9/17/2022,Home Office,107
Technology,9/17/2022,Consumer,564
Technology,9/17/2022,Home Office,1430
Furniture,9/18/2022,Corporate,29
Office Supplies,9/18/2022,Consumer,85
Office Supplies,9/18/2022,Corporate,628
Office Supplies,9/18/2022,Home Office,114
Technology,9/18/2022,Consumer,108
Technology,9/18/2022,Corporate,548
Furniture,9/19/2022,Corporate,496
Office Supplies,9/19/2022,Consumer,67
Office Supplies,9/19/2022,Corporate,139
Office Supplies,9/19/2022,Home Office,43
Technology,9/19/2022,Consumer,567
Technology,9/19/2022,Corporate,356
Furniture,9/20/2022,Consumer,4947
Office Supplies,9/20/2022,Consumer,115
Technology,9/20/2022,Consumer,1855
Office Supplies,9/21/2022,Consumer,155
Office Supplies,9/21/2022,Corporate,14
Technology,9/21/2022,Consumer,144
Furniture,9/22/2022,Consumer,12
Furniture,9/22/2022,Home Office,218
Office Supplies,9/22/2022,Consumer,5089
Office Supplies,9/22/2022,Corporate,379
Office Supplies,9/22/2022,Home Office,105
Technology,9/22/2022,Consumer,1704
Technology,9/22/2022,Corporate,183
Furniture,9/23/2022,Consumer,752
Furniture,9/23/2022,Corporate,27
Office Supplies,9/23/2022,Consumer,1037
Office Supplies,9/23/2022,Corporate,9
Office Supplies,9/23/2022,Home Office,13
Technology,9/23/2022,Consumer,620
Furniture,9/24/2022,Consumer,716
Furniture,9/24/2022,Corporate,519
Office Supplies,9/24/2022,Consumer,339
Office Supplies,9/24/2022,Home Office,104
Technology,9/24/2022,Consumer,16
Technology,9/24/2022,Corporate,3040
Technology,9/24/2022,Home Office,1397
Furniture,9/25/2022,Consumer,693
Office Supplies,9/25/2022,Consumer,196
Office Supplies,9/25/2022,Corporate,277
Technology,9/25/2022,Consumer,110
Furniture,9/26/2022,Corporate,10
Furniture,9/26/2022,Home Office,407
Office Supplies,9/26/2022,Corporate,1024
Office Supplies,9/26/2022,Home Office,2
Furniture,9/28/2022,Consumer,8
Furniture,9/28/2022,Home Office,34
Office Supplies,9/28/2022,Consumer,2
Office Supplies,9/28/2022,Corporate,14
Office Supplies,9/28/2022,Home Office,457
Technology,9/28/2022,Home Office,57
Furniture,9/29/2022,Consumer,123
Furniture,9/29/2022,Home Office,365
Office Supplies,9/29/2022,Consumer,618
Office Supplies,9/29/2022,Corporate,54
Office Supplies,9/29/2022,Home Office,55
Technology,9/29/2022,Home Office,576
Office Supplies,9/30/2022,Consumer,152
Office Supplies,9/30/2022,Corporate,206
Office Supplies,9/30/2022,Home Office,12
Technology,9/30/2022,Home Office,160
Furniture,10/1/2022,Consumer,106
Furniture,10/1/2022,Corporate,433
Office Supplies,10/1/2022,Consumer,394
Office Supplies,10/1/2022,Corporate,193
Technology,10/1/2022,Home Office,1918
Furniture,10/2/2022,Consumer,358
Furniture,10/2/2022,Corporate,9
Furniture,10/2/2022,Home Office,2567
Office Supplies,10/2/2022,Consumer,291
Office Supplies,10/2/2022,Corporate,40
Office Supplies,10/2/2022,Home Office,1512
Technology,10/2/2022,Consumer,377
Technology,10/2/2022,Corporate,67
Technology,10/2/2022,Home Office,92
Furniture,10/3/2022,Corporate,147
Furniture,10/3/2022,Home Office,86
Office Supplies,10/3/2022,Consumer,1573
Office Supplies,10/3/2022,Corporate,22
Office Supplies,10/3/2022,Home Office,6
Technology,10/3/2022,Home Office,394
Furniture,10/4/2022,Home Office,18
Furniture,10/5/2022,Corporate,908
Office Supplies,10/5/2022,Corporate,32
Office Supplies,10/5/2022,Home Office,204
Technology,10/5/2022,Corporate,5349
Technology,10/5/2022,Home Office,214
Furniture,10/6/2022,Home Office,46
Office Supplies,10/6/2022,Consumer,483
Office Supplies,10/6/2022,Corporate,44
Office Supplies,10/6/2022,Home Office,596
Technology,10/6/2022,Home Office,330
Furniture,10/7/2022,Consumer,286
Furniture,10/7/2022,Home Office,138
Office Supplies,10/7/2022,Consumer,90
Office Supplies,10/7/2022,Home Office,592
Technology,10/7/2022,Consumer,1232
Technology,10/7/2022,Home Office,231
Furniture,10/8/2022,Consumer,150
Office Supplies,10/8/2022,Corporate,86
Technology,10/8/2022,Corporate,379
Furniture,10/9/2022,Consumer,568
Furniture,10/9/2022,Corporate,811
Office Supplies,10/9/2022,Consumer,142
Furniture,10/10/2022,Consumer,223
Furniture,10/12/2022,Consumer,2639
Furniture,10/12/2022,Home Office,250
Office Supplies,10/12/2022,Consumer,34
Office Supplies,10/12/2022,Corporate,73
Office Supplies,10/12/2022,Home Office,132
Technology,10/12/2022,Consumer,476
Technology,10/12/2022,Corporate,692
Technology,10/12/2022,Home Office,1023
Furniture,10/13/2022,Consumer,1424
Office Supplies,10/13/2022,Consumer,1596
Office Supplies,10/13/2022,Corporate,5614
Technology,10/13/2022,Corporate,210
Furniture,10/14/2022,Consumer,10
Office Supplies,10/14/2022,Home Office,81
Technology,10/14/2022,Consumer,42
Furniture,10/15/2022,Corporate,581
Office Supplies,10/15/2022,Consumer,15
Office Supplies,10/15/2022,Corporate,417
Office Supplies,10/15/2022,Home Office,87
Furniture,10/16/2022,Corporate,2519
Office Supplies,10/16/2022,Consumer,137
Office Supplies,10/16/2022,Corporate,308
Technology,10/16/2022,Corporate,19
Technology,10/16/2022,Home Office,516
Office Supplies,10/17/2022,Consumer,10
Office Supplies,10/17/2022,Corporate,67
Technology,10/17/2022,Corporate,52
Furniture,10/19/2022,Consumer,399
Furniture,10/19/2022,Corporate,118
Office Supplies,10/19/2022,Consumer,40
Office Supplies,10/19/2022,Corporate,236
